20221029-133353:8,7.6
20221029-133354:8,4.5
20221029-133355:8,7.6
20221029-133356:8,3.9
20221029-133357:8,7.1
20221029-133358:8,7.9
20221029-133359:8,2.3
20221029-133400:8,3.3
20221029-133401:8,4.1
