20221014-132132:8,8.9
20221014-132133:8,7.8
20221014-132134:8,12.6
20221014-132135:8,10.0
20221014-132136:8,8.6
20221014-132137:8,8.3
20221014-132138:8,11.1
20221014-132139:8,13.8
20221014-132140:8,8.4
20221014-132141:8,12.0
20221014-132142:8,8.7
20221014-132143:8,5.8
